Date,Mean_AOD
2024-06-01,-999.0
2024-06-02,-776.8367
2024-06-03,-776.8327
2024-06-04,-999.0
2024-06-05,-776.5399
2024-06-06,-776.7471
2024-06-07,-776.7957
2024-06-08,-999.0
2024-06-09,-776.81793
2024-06-10,-776.8417
2024-06-11,-887.86804
2024-06-12,-776.8877
2024-06-13,-776.8078
2024-06-14,-776.6288
2024-06-15,-776.7832
2024-06-16,-776.8454
2024-06-17,-776.8208
2024-06-18,-776.7844
