Timestamp,PM2.5 (µg/m³)
2020-01-01 05:00:00,610.0
2020-01-02 05:00:00,315.25
2020-01-03 05:00:00,284.5
2020-01-04 05:00:00,168.75
2020-01-05 05:00:00,
2020-01-06 05:00:00,145.5
2020-01-07 05:00:00,73.5
2020-01-08 05:00:00,100.5
2020-01-09 05:00:00,59.5
2020-01-10 05:00:00,72.75
2020-01-11 05:00:00,114.25
2020-01-12 05:00:00,202.5
2020-01-13 05:00:00,243.25
2020-01-14 05:00:00,97.5
2020-01-15 05:00:00,70.75
2020-01-16 05:00:00,105.75
2020-01-17 05:00:00,44.25
2020-01-18 05:00:00,106.5
2020-01-19 05:00:00,104.25
2020-01-20 05:00:00,62.5
2020-01-21 05:00:00,161.75
2020-01-22 05:00:00,226.0
2020-01-23 05:00:00,69.25
2020-01-24 05:00:00,44.75
2020-01-25 05:00:00,79.0
2020-01-26 05:00:00,193.75
2020-01-27 05:00:00,172.0
2020-01-28 05:00:00,108.25
2020-01-29 05:00:00,53.0
2020-01-30 05:00:00,70.0
2020-01-31 05:00:00,71.25
2020-02-01 05:00:00,102.0
2020-02-02 05:00:00,112.5
2020-02-03 05:00:00,133.25
2020-02-04 05:00:00,158.5
2020-02-05 05:00:00,157.25
2020-02-06 05:00:00,112.25
2020-02-07 05:00:00,180.0
2020-02-08 05:00:00,127.0
2020-02-09 05:00:00,150.75
2020-02-10 05:00:00,163.5
2020-02-11 05:00:00,166.75
2020-02-12 05:00:00,
2020-02-13 05:00:00,86.0
2020-02-14 05:00:00,57.25
2020-02-15 05:00:00,55.75
2020-02-16 05:00:00,110.0
2020-02-17 05:00:00,169.25
2020-02-18 05:00:00,76.75
2020-02-19 05:00:00,220.0
2020-02-20 05:00:00,92.0
2020-02-21 05:00:00,53.0
2020-02-22 05:00:00,34.75
2020-02-23 05:00:00,125.25
2020-02-24 05:00:00,58.5
2020-02-25 05:00:00,148.5
2020-02-26 05:00:00,157.25
2020-02-27 05:00:00,73.0
2020-02-28 05:00:00,73.25
2020-02-29 05:00:00,64.0
2020-03-01 05:00:00,16.0
2020-03-02 05:00:00,48.25
2020-03-03 05:00:00,85.0
2020-03-04 05:00:00,149.78
2020-03-05 05:00:00,33.46333333333333
2020-03-06 05:00:00,25.33666666666667
2020-03-07 05:00:00,18.95
2020-03-08 05:00:00,123.93
2020-03-09 05:00:00,141.0
2020-03-10 05:00:00,141.35
2020-03-11 05:00:00,100.88
2020-03-12 05:00:00,58.555
2020-03-13 05:00:00,161.6
2020-03-14 05:00:00,42.525
2020-03-15 05:00:00,57.98666666666667
2020-03-16 05:00:00,69.595
2020-03-17 05:00:00,93.8125
2020-03-18 05:00:00,96.505
2020-03-19 05:00:00,102.135
2020-03-20 05:00:00,129.28
2020-03-21 05:00:00,53.0225
2020-03-22 05:00:00,115.2975
2020-03-23 05:00:00,54.16
2020-03-24 05:00:00,90.98
2020-03-25 05:00:00,36.7
2020-03-26 05:00:00,26.92
2020-03-27 05:00:00,21.17333333333333
2020-03-28 05:00:00,13.339999999999998
2020-03-29 05:00:00,21.25
2020-03-30 05:00:00,22.75
2020-03-31 05:00:00,36.23666666666667
2020-04-01 05:00:00,18.1
2020-04-02 05:00:00,19.1
2020-04-03 05:00:00,23.086666666666662
2020-04-04 05:00:00,45.76
2020-04-05 05:00:00,55.48333333333333
2020-04-06 05:00:00,70.89333333333333
2020-04-07 05:00:00,23.663333333333338
2020-04-08 05:00:00,32.13
2020-04-09 05:00:00,20.506666666666668
2020-04-10 05:00:00,58.20333333333334
2020-04-11 05:00:00,90.18666666666668
2020-04-12 05:00:00,32.47
2020-04-13 05:00:00,77.57
2020-04-14 05:00:00,65.575
2020-04-15 05:00:00,87.255
2020-04-16 05:00:00,122.74
2020-04-17 05:00:00,27.37
2020-04-18 05:00:00,19.325
2020-04-19 05:00:00,19.96
2020-04-20 05:00:00,47.84
2020-04-21 05:00:00,20.165
2020-04-22 05:00:00,39.455
2020-04-23 05:00:00,67.83
2020-04-24 05:00:00,51.03
2020-04-25 05:00:00,22.3625
2020-04-26 05:00:00,56.555
2020-04-27 05:00:00,21.515
2020-04-28 05:00:00,40.0
2020-04-29 05:00:00,76.31
2020-04-30 05:00:00,32.97
2020-05-01 05:00:00,45.895
2020-05-02 05:00:00,11.94
2020-05-03 05:00:00,22.846666666666664
2020-05-04 05:00:00,14.23
2020-05-05 05:00:00,36.906666666666666
2020-05-06 05:00:00,10.115
2020-05-07 05:00:00,12.823333333333332
2020-05-08 05:00:00,39.03
2020-05-09 05:00:00,45.76666666666667
2020-05-10 05:00:00,37.086666666666666
2020-05-11 05:00:00,15.62
2020-05-12 05:00:00,13.905
2020-05-13 05:00:00,21.25
2020-05-14 05:00:00,40.43
2020-05-15 05:00:00,48.59
2020-05-16 05:00:00,101.705
2020-05-17 05:00:00,80.0
2020-05-18 05:00:00,136.2
2020-05-19 05:00:00,106.23
2020-05-20 05:00:00,1.14
2020-05-21 05:00:00,40.75
2020-05-22 05:00:00,70.07
2020-05-23 05:00:00,146.17000000000002
2020-05-24 05:00:00,77.49000000000001
2020-05-25 05:00:00,57.99
2020-05-26 05:00:00,51.985
2020-05-27 05:00:00,35.61
2020-05-28 05:00:00,40.36
2020-05-29 05:00:00,16.0
2020-05-30 05:00:00,
2020-05-31 05:00:00,7.0
2020-06-01 05:00:00,33.74
2020-06-02 05:00:00,98.54
2020-06-03 05:00:00,56.56
2020-06-04 05:00:00,52.305
2020-06-05 05:00:00,49.025
2020-06-06 05:00:00,30.79
2020-06-07 05:00:00,90.18
2020-06-08 05:00:00,42.5
2020-06-09 05:00:00,133.25
2020-06-10 05:00:00,119.61
2020-06-11 05:00:00,40.82
2020-06-12 05:00:00,76.11
2020-06-13 05:00:00,59.68
2020-06-14 05:00:00,46.91
2020-06-15 05:00:00,26.04
2020-06-16 05:00:00,27.13
2020-06-17 05:00:00,17.955
2020-06-18 05:00:00,32.845
2020-06-19 05:00:00,30.225
2020-06-20 05:00:00,41.02666666666666
2020-06-21 05:00:00,54.78
2020-06-22 05:00:00,88.07
2020-06-23 05:00:00,38.625
2020-06-24 05:00:00,61.14
2020-06-25 05:00:00,73.85
2020-06-26 05:00:00,61.2
2020-06-27 05:00:00,32.236666666666665
2020-06-28 05:00:00,62.156666666666666
2020-06-29 05:00:00,23.74
2020-06-30 05:00:00,
2020-07-01 05:00:00,44.35
2020-07-02 05:00:00,45.47
2020-07-03 05:00:00,80.34
2020-07-04 05:00:00,97.01
2020-07-05 05:00:00,40.12
2020-07-06 05:00:00,41.5
2020-07-07 05:00:00,28.87
2020-07-08 05:00:00,26.166666666666668
2020-07-09 05:00:00,57.23666666666667
2020-07-10 05:00:00,27.58666666666667
2020-07-11 05:00:00,15.12
2020-07-12 05:00:00,42.02
2020-07-13 05:00:00,29.03333333333333
2020-07-14 05:00:00,32.73
2020-07-15 05:00:00,59.25
2020-07-16 05:00:00,34.153333333333336
2020-07-17 05:00:00,42.955
2020-07-18 05:00:00,54.81
2020-07-19 05:00:00,36.29
2020-07-20 05:00:00,20.0
2020-07-21 05:00:00,10.34
2020-07-22 05:00:00,24.75333333333333
2020-07-23 05:00:00,18.75
2020-07-24 05:00:00,57.09
2020-07-25 05:00:00,23.99666666666667
2020-07-26 05:00:00,48.06
2020-07-27 05:00:00,50.73
2020-07-28 05:00:00,25.326666666666668
2020-07-29 05:00:00,27.05333333333333
2020-07-30 05:00:00,29.356666666666666
2020-07-31 05:00:00,36.705
2020-08-01 05:00:00,33.03
2020-08-02 05:00:00,34.565
2020-08-03 05:00:00,23.295
2020-08-04 05:00:00,36.0
2020-08-05 05:00:00,51.45
2020-08-06 05:00:00,24.293333333333333
2020-08-07 05:00:00,11.66
2020-08-08 05:00:00,52.85333333333333
2020-08-09 05:00:00,21.78
2020-08-10 05:00:00,23.44
2020-08-11 05:00:00,37.35
2020-08-12 05:00:00,17.415
2020-08-13 05:00:00,20.265
2020-08-14 05:00:00,21.683333333333334
2020-08-15 05:00:00,32.3975
2020-08-16 05:00:00,37.06
2020-08-17 05:00:00,42.72
2020-08-18 05:00:00,38.54333333333333
2020-08-19 05:00:00,27.973333333333333
2020-08-20 05:00:00,14.115
2020-08-21 05:00:00,26.32
2020-08-22 05:00:00,15.35
2020-08-23 05:00:00,14.38
2020-08-24 05:00:00,11.0
2020-08-25 05:00:00,15.01
2020-08-26 05:00:00,21.675
2020-08-27 05:00:00,21.216666666666665
2020-08-28 05:00:00,49.54
2020-08-29 05:00:00,36.83
2020-08-30 05:00:00,26.52
2020-08-31 05:00:00,
2020-09-01 05:00:00,21.83
2020-09-02 05:00:00,14.43
2020-09-03 05:00:00,31.06
2020-09-04 05:00:00,33.5875
2020-09-05 05:00:00,30.3775
2020-09-06 05:00:00,5.703333333333333
2020-09-07 05:00:00,55.39
2020-09-08 05:00:00,13.5
2020-09-09 05:00:00,73.06
2020-09-10 05:00:00,53.6175
2020-09-11 05:00:00,76.39
2020-09-12 05:00:00,65.905
2020-09-13 05:00:00,103.59666666666668
2020-09-14 05:00:00,82.425
2020-09-15 05:00:00,88.4875
2020-09-16 05:00:00,126.84666666666664
2020-09-17 05:00:00,73.0425
2020-09-18 05:00:00,59.1875
2020-09-19 05:00:00,74.01249999999999
2020-09-20 05:00:00,90.9525
2020-09-21 05:00:00,68.83
2020-09-22 05:00:00,51.03
2020-09-23 05:00:00,33.015
2020-09-24 05:00:00,24.036666666666665
2020-09-25 05:00:00,37.57666666666666
2020-09-26 05:00:00,76.89999999999999
2020-09-27 05:00:00,42.57
2020-09-28 05:00:00,67.73666666666666
2020-09-29 05:00:00,83.21
2020-09-30 05:00:00,74.09333333333333
2020-10-01 05:00:00,64.67
2020-10-02 05:00:00,67.84666666666666
2020-10-03 05:00:00,92.27333333333333
2020-10-04 05:00:00,80.66666666666667
2020-10-05 05:00:00,65.31333333333333
2020-10-06 05:00:00,76.28999999999999
2020-10-07 05:00:00,147.98000000000002
2020-10-08 05:00:00,88.19666666666667
2020-10-09 05:00:00,88.04333333333334
2020-10-10 05:00:00,89.83
2020-10-11 05:00:00,100.4225
2020-10-12 05:00:00,84.28666666666668
2020-10-13 05:00:00,169.51
2020-10-14 05:00:00,97.56333333333332
2020-10-15 05:00:00,181.87
2020-10-16 05:00:00,118.18666666666668
2020-10-17 05:00:00,126.39333333333332
2020-10-18 05:00:00,127.6625
2020-10-19 05:00:00,119.7475
2020-10-20 05:00:00,93.0875
2020-10-21 05:00:00,194.9675
2020-10-22 05:00:00,153.2875
2020-10-23 05:00:00,247.075
2020-10-24 05:00:00,184.28
2020-10-25 05:00:00,207.225
2020-10-26 05:00:00,139.63
2020-10-27 05:00:00,210.0425
2020-10-28 05:00:00,134.18
2020-10-29 05:00:00,235.35
2020-10-30 05:00:00,225.07
2020-10-31 05:00:00,367.01666666666665
2020-11-01 05:00:00,407.15
2020-11-02 05:00:00,138.88333333333333
2020-11-03 05:00:00,144.7875
2020-11-04 05:00:00,154.4675
