Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,255.08,473.76,58.32,70.78999999999999,40.18333333333333,11.41,9.246666666666668,3.61,3.0533333333333332,12.475000000000001,88.21,6.08,,5.15,11.76,9.5,84.03666666666668,0.45,168.90333333333334,0.0,0.0,16.25,738.0,
2021-01-01 01:00:00,291.88666666666666,566.31,67.82000000000001,66.005,43.51666666666667,12.24,9.076666666666666,3.6566666666666667,2.5433333333333334,13.585,90.79,7.84,,7.97,13.33,7.825,85.05666666666666,0.42,179.17333333333332,0.0,0.0,16.0,738.0,
2021-01-01 02:00:00,222.685,584.775,5.31,8.48,4.785,12.75,4.31,3.5,0.99,12.940000000000001,92.84,6.77,,7.75,12.135,,98.71,0.45999999999999996,166.14999999999998,0.0,0.0,,,
2021-01-01 03:00:00,227.565,544.815,5.03,8.14,4.58,12.37,5.04,3.54,1.85,12.755,94.74,10.04,,12.24,13.915,6.19,95.03,0.47,113.84,0.0,0.0,,,
2021-01-01 04:00:00,227.25,513.1800000000001,5.89,5.66,4.28,12.12,5.545,3.75,1.105,15.205,96.08,12.3,,17.61,17.265,,99.13,0.44,124.71,0.0,0.0,,,
2021-01-01 05:00:00,232.015,588.73,6.36,4.58,4.185,12.03,5.365,3.625,0.97,15.760000000000002,98.56,14.75,,24.04,21.950000000000003,,99.13,0.44,116.01499999999999,0.0,0.0,,,
2021-01-01 06:00:00,240.22500000000002,558.25,7.31,3.72,4.34,12.19,5.654999999999999,3.51,1.085,16.315,99.68,14.67,,25.32,18.985,,99.13,0.505,92.705,0.0,0.0,,,
2021-01-01 07:00:00,237.79500000000002,521.835,9.15,1.94,4.615,12.56,6.175000000000001,3.5249999999999995,1.605,16.36,98.1,13.9,,24.36,20.27,,99.13,0.46499999999999997,112.29499999999999,0.0,0.0,11.425,,
2021-01-01 08:00:00,275.46999999999997,557.92,9.83,2.48,5.025,13.0,6.95,3.605,2.4899999999999998,18.36,97.62,13.81,,24.39,17.38,,99.13,0.5549999999999999,95.33500000000001,0.0,0.0,67.245,,
2021-01-01 09:00:00,306.85,618.83,8.67,4.53,5.1,13.08,7.07,3.5549999999999997,1.47,19.32,97.56,14.12,,24.48,19.395,,99.13,0.585,86.64,0.0,0.0,115.89,,
