Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-06 21:00:00,175.0,,2.87,81.18,45.52,,10.85,1.81,2.16,,,,,,,15.98,67.98,2.38,270.81,0.0,0.0,6.09,739.28,
2019-01-06 22:00:00,147.0,,2.78,67.74,38.29,,9.29,1.61,3.86,,,,,,,15.8,67.77,1.66,260.31,0.0,0.0,6.03,739.51,
2019-01-06 23:00:00,151.0,,2.78,65.45,37.07,,8.9,1.69,2.18,,,,,,,15.29,67.75,1.66,270.6,0.0,0.0,6.05,739.43,
2019-01-07 00:00:00,164.0,,2.89,71.1,40.17,,9.89,1.65,57.75,,,,,,,14.54,67.85,1.8,269.94,0.0,0.0,6.09,739.21,
2019-01-07 01:00:00,164.0,,3.11,70.98,40.26,,9.93,1.53,1.63,,,,,,,14.32,67.96,2.19,275.72,0.0,0.0,6.08,739.03,
2019-01-07 02:00:00,153.0,,2.64,69.89,39.32,,12.2,1.44,1.85,,,,,,,14.12,67.85,2.05,274.46,0.0,0.0,6.09,738.68,
2019-01-07 03:00:00,157.0,,2.68,69.21,39.01,,11.95,1.31,1.76,,,,,,,13.75,67.95,2.3,273.69,0.0,0.0,6.12,738.47,
2019-01-07 04:00:00,147.0,,2.91,62.9,35.82,,10.81,1.15,1.79,,,,,,,13.52,67.96,2.14,272.26,0.0,0.0,6.11,738.28,
2019-01-07 05:00:00,153.0,,2.96,59.61,34.12,,10.72,1.04,1.64,,,,,,,13.04,67.99,2.18,270.85,0.0,0.0,6.13,738.6,
2019-01-07 06:00:00,188.0,,2.73,59.33,33.77,,13.15,1.07,1.89,,,,,,,12.77,67.82,1.84,246.36,0.0,0.0,6.16,739.08,
2019-01-07 07:00:00,205.0,,2.7,63.06,35.75,,15.51,1.27,1.77,,,,,,,12.4,67.78,1.46,263.27,0.0,0.0,8.61,739.73,
2019-01-07 08:00:00,242.0,,3.09,68.76,39.09,,15.42,1.36,2.06,,,,,,,12.74,67.77,1.24,255.41,0.0,0.0,44.4,740.64,
2019-01-07 09:00:00,207.0,,2.85,66.16,37.51,,16.84,1.33,3.31,,,,,,,14.27,67.84,1.44,252.66,0.0,0.0,104.9,741.57,
2019-01-07 10:00:00,198.0,,2.42,65.32,36.71,,20.92,1.2,9.9,,,,,,,16.3,68.0,2.34,271.48,0.0,0.0,185.35,741.71,
2019-01-07 11:00:00,172.0,,6.03,84.46,46.79,,43.65,1.05,18.18,,,,,,,18.29,67.85,2.45,264.77,0.0,0.0,262.08,741.11,
2019-01-07 12:00:00,149.0,,3.14,100.24,55.87,,36.72,0.91,30.17,,,,,,,19.72,67.94,2.83,254.47,0.0,0.0,283.47,740.16,
2019-01-07 13:00:00,129.0,,3.77,91.66,51.86,,28.9,1.14,36.09,,,,,,,20.15,68.11,2.92,266.09,0.0,0.0,248.65,739.58,
2019-01-07 14:00:00,183.0,,3.08,79.32,44.7,,24.4,0.94,47.12,,,,,,,20.53,67.97,2.65,265.23,0.0,0.0,257.42,739.05,
2019-01-07 15:00:00,150.0,,2.79,72.22,40.69,,19.51,0.81,49.58,,,,,,,20.77,67.71,1.95,211.47,0.0,0.0,200.48,738.71,
2019-01-07 16:00:00,108.0,,2.42,71.04,39.75,,17.76,1.01,46.8,,,,,,,20.12,75.03,1.47,174.32,0.0,0.0,88.46,738.69,
2019-01-07 17:00:00,152.0,,3.0,76.56,43.16,,17.34,1.62,22.42,,,,,,,18.76,78.6,1.29,270.93,0.0,0.0,15.09,738.56,
2019-01-07 18:00:00,196.0,,3.37,98.6,55.28,,19.5,2.47,2.42,,,,,,,17.56,78.61,1.12,260.66,0.0,0.0,6.09,738.71,
2019-01-07 19:00:00,272.0,,2.47,116.85,64.16,,16.19,2.79,2.25,,,,,,,16.5,78.62,1.61,254.66,0.0,0.0,6.1,739.15,
